customer_id,name,grade
936,Jamal Prayoga,vvip
943,Puput Aryani,vip
945,Faizah Halimah,vvip
947,Icha Prastuti,vvip
949,Septi Prastuti,customer
950,Carla Prastuti,vip
951,Umi Nasyiah,vip
956,Calista Andriani,vvip
957,Hesti Suryatmi,vip
959,Jayadi Firmansyah,customer
961,Febi Laksita,vip
963,Erik Tampubolon,vvip
966,Icha Laksita,customer
968,Endah Mulyani,vvip
969,Restu Aryani,customer
970,Oliva Usada,vvip
971,Safina Rahmawati,customer
972,Azalea Laksmiwati,vvip
974,Ulva Hastuti,vvip
975,Zulfa Prastuti,vip
976,Pardi Hidayat,customer
977,Zaenab Pratiwi,vip
978,Lantar Saragih,vvip
980,Ade Suartini,vvip
982,Asirwanda Suryono,vvip
983,Edison Wibowo,vvip
984,Ciaobella Purwanti,vvip
985,Unjani Anggraini,vvip
986,Edi Budiyanto,customer
987,Ayu Pertiwi,vip
988,Sarah Widiastuti,customer
989,Fitriani Fujiati,vvip
990,Lukita Hakim,customer
993,Jamalia Lestari,vvip
994,Ophelia Utami,customer
997,Rendy Sitompul,vvip
998,Gasti Astuti,customer
1002,Kacung Damanik,customer
1003,Cagak Sitorus,vip
1004,Natalia Wahyuni,customer
1005,Almira Anggraini,customer
1008,Zaenab Yolanda,customer
1010,Violet Wijayanti,vip
1013,Ulva Yuniar,vip
1017,Titi Yuliarti,vip
1019,Zulfa Melani,vvip
1020,Kenari Natsir,vip
1021,Janet Halimah,vip
1022,Rahayu Kuswandari,customer
1023,Lala Utami,vip
1024,Zelaya Suartini,vip
1027,Yani Suryatmi,customer
1029,Darmana Setiawan,vvip
1030,Sabri Setiawan,vvip
1031,Aurora Wulandari,vvip
1032,Nadine Pratiwi,vvip
1033,Kasiran Ardianto,customer
1034,Michelle Nasyiah,customer
1036,Umaya Simbolon,customer
1040,Ani Puspasari,customer
1041,Lintang Pudjiastuti,vip
1042,Violet Wijayanti,vvip
1044,Nova Prastuti,vip
1046,Murti Sitompul,vip
1047,Ratna Yuliarti,vip
1051,Septi Astuti,vip
1052,Nalar Dabukke,vip
1054,Sakura Yulianti,vip
1057,Restu Mulyani,vip
1060,Unjani Fujiati,vip
1065,Hana Hariyah,customer
1066,Kamila Halimah,customer
1068,Gandi Pratama,vip
1070,Dipa Lazuardi,customer
1071,Cindy Riyanti,vvip
1073,Tomi Siregar,vvip
1074,Yance Rahayu,customer
1076,Farah Pudjiastuti,vvip
1078,Keisha Hariyah,vvip
1079,Kalim Pradana,vvip
1081,Alika Lestari,customer
1082,Reza Simbolon,customer
1084,Ade Uyainah,customer
1085,Ratna Laksita,vvip
1088,Ida Yolanda,vvip
1091,Novi Andriani,customer
1092,Nadine Novitasari,customer
1095,Puput Mardhiyah,vvip
1097,Mala Pertiwi,vip
1098,Indah Aryani,customer
1101,Nadine Farida,customer
1103,Unggul Tarihoran,vvip
1105,Dina Pudjiastuti,customer
1107,Cici Kuswandari,vvip
1108,Nadine Nuraini,customer
1109,Hana Prastuti,vvip
1111,Prayoga Suwarno,vip
1112,Cengkir Siregar,vvip
1113,Sarah Namaga,vip
1114,Cindy Pratiwi,vvip
1116,Eva Sudiati,vip
1119,Safina Nurdiyanti,vvip
1120,Hani Zulaika,vvip
1125,Zahra Puspita,vip
1126,Talia Rahmawati,vvip
1127,Sari Kusmawati,vvip
1128,Bahuwirya Waluyo,vip
1130,Jamalia Andriani,vip
1132,Aisyah Puspita,customer
1138,Cakrajiya Hutapea,vip
1139,Zaenab Wijayanti,customer
1142,Cengkir Januar,vip
1144,Asirwada Siregar,vip
1145,Bagya Anggriawan,vip
1147,Patricia Nasyiah,vvip
1151,Emin Samosir,customer
1152,Febi Namaga,customer
1153,Kezia Nuraini,vip
1154,Ganjaran Saefullah,vip
1155,Lili Andriani,customer
1156,Wardi Hardiansyah,customer
1158,Lanang Wahyudin,vip
1159,Makuta Permadi,vip
1161,Rahayu Kusmawati,customer
1162,Timbul Saragih,vip
1163,Pia Rahmawati,vip
1168,Dian Mayasari,customer
1169,Marsito Mustofa,customer
1171,Ellis Yulianti,vvip
1172,Najwa Yolanda,customer
1173,Sari Nasyiah,customer
1174,Endah Purnawati,vip
1176,Gawati Namaga,vvip
1179,Malika Nuraini,vip
1186,Ikhsan Hidayat,vvip
1190,Dodo Dongoran,customer
1191,Queen Mulyani,customer
1192,Samiah Hartati,vip
1193,Natalia Zulaika,vip
1199,Olivia Novitasari,customer
1200,Vanya Rahayu,vip
1202,Rendy Iswahyudi,vip
1206,Wage Budiman,customer
1208,Ulya Hastuti,vip
1209,Joko Prasasta,customer
1210,Gamanto Nababan,vvip
1212,Kasiyah Padmasari,customer
1213,Padma Namaga,vip
1215,Dina Pratiwi,customer
1217,Johan Dabukke,vvip
1218,Zulaikha Haryanti,vip
1219,Rachel Zulaika,vip
1221,Endra Nugroho,customer
1226,Vanesa Lestari,vip
1228,Irma Usamah,vip
1229,Indah Wijayanti,customer
1230,Maryadi Thamrin,vip
1233,Uli Palastri,vvip
1234,Umi Aryani,vvip
1236,Uli Kusmawati,vip
1237,Safina Farida,customer
1238,Hari Utama,vvip
1240,Suci Rahimah,customer
1242,Kasiran Habibi,customer
1243,Satya Mustofa,customer
1244,Ghaliyati Usada,vvip
1246,Tami Nasyidah,vvip
1250,Unjani Haryanti,vip
1251,Harimurti Sirait,customer
1253,Wulan Laksita,vip
1254,Laras Hasanah,vip
1255,Nadia Rahmawati,vvip
1256,Jail Hutagalung,customer
1257,Padma Suryatmi,vip
1258,Olga Nababan,vip
1260,Najwa Widiastuti,vvip
1261,Rudi Pratama,vvip
1263,Danang Wacana,customer
1264,Jagaraga Simbolon,vip
1267,Gabriella Handayani,customer
1271,Laswi Manullang,customer
1272,Emong Latupono,customer
1273,Gamani Tamba,vvip
1278,Silvia Hariyah,vip
1280,Humaira Hassanah,vvip
1281,Ulya Puspasari,vvip
1282,Tiara Widiastuti,customer
1283,Hani Usamah,vvip
1284,Sadina Mardhiyah,vip
1286,Jail Simanjuntak,vvip
1290,Utama Sihombing,vvip
1291,Rachel Wahyuni,vip
1294,Maria Puspasari,vip
1297,Jais Pradipta,vip
1298,Balamantri Wijaya,vvip
1299,Sakura Andriani,customer
1301,Julia Wastuti,customer
1304,Prayogo Iswahyudi,vvip
1305,Febi Suartini,customer
1307,Ellis Anggraini,vvip
1308,Lidya Namaga,vip
1309,Mahesa Anggriawan,vvip
1310,Yuni Andriani,vip
1311,Raina Halimah,customer
1313,Natalia Mulyani,customer
1315,Tirta Latupono,vip
1316,Ella Usada,vip
1317,Manah Lazuardi,customer
1321,Genta Fujiati,vvip
1322,Ellis Maryati,vvip
1326,Paramita Kusmawati,vip
1330,Raihan Nashiruddin,customer
1331,Darmana Saputra,vip
1335,Wulan Wahyuni,customer
1338,Ajeng Zulaika,vvip
1340,Diana Puspasari,customer
1345,Amelia Anggraini,vip
1347,Jefri Uwais,vip
1348,Uchita Farida,vvip
1351,Zelda Oktaviani,vip
1352,Jaeman Hidayat,vip
1353,Aurora Melani,vip
1354,Carub Hutagalung,customer
1355,Embuh Wacana,vvip
1356,Ajiman Wibisono,customer
1362,Iriana Laksmiwati,customer
1363,Qori Nurdiyanti,customer
1367,Jelita Hartati,customer
1368,Muni Tarihoran,vip
1369,Melinda Wastuti,customer
1370,Salwa Yuniar,customer
1372,Hafshah Anggraini,vip
1373,Oliva Halimah,customer
1377,Sarah Haryanti,vvip
1382,Salsabila Puspasari,vvip
1385,Elvina Suartini,vvip
1388,Zizi Wijayanti,customer
1391,Shakila Mandasari,customer
1393,Makuta Widodo,customer
1394,Restu Lailasari,vvip
1395,Harsanto Anggriawan,vvip
1397,Azalea Astuti,vip
1398,Julia Melani,customer
1399,Tami Nasyiah,customer
1401,Yulia Novitasari,vvip
1402,Malik Hidayanto,vip
1404,Hani Andriani,customer
1406,Tina Fujiati,vip
1408,Gabriella Hasanah,vip
1411,Martana Rajasa,vip
1412,Karimah Anggraini,vip
1413,Nalar Natsir,vvip
1414,Dian Susanti,vvip
1415,Vicky Hartati,vvip
1416,Anastasia Puspita,vip
1419,Jasmin Nuraini,customer
1420,Bagus Siregar,vvip
1421,Irnanto Budiyanto,vvip
1422,Laila Haryanti,vip
1423,Kuncara Rajata,vvip
1426,Baktianto Prasasta,customer
1427,Asirwanda Januar,customer
1429,Irnanto Pangestu,customer
1430,Radit Gunawan,vip
1431,Jasmin Hasanah,vvip
1434,Siti Halimah,vvip
1437,Hardi Hutagalung,vip
1438,Tantri Laksmiwati,customer
1439,Fitria Pudjiastuti,vvip
1442,Tari Purwanti,vvip
1444,Umaya Hutasoit,vip
1445,Jessica Laksmiwati,customer
1446,Sakti Wasita,vip
1448,Jumari Suryono,vip
1449,Eka Purwanti,vvip
1450,Lalita Utami,customer
1451,Ami Laksita,vip
1453,Yani Wulandari,vip
1455,Winda Rahmawati,vip
1456,Luthfi Pradana,vvip
1457,Chelsea Kuswandari,vip
1459,Devi Utami,vip
1460,Danu Prasasta,customer
1462,Hendra Napitupulu,vip
1463,Niyaga Firgantoro,customer
1464,Omar Wibisono,customer
1467,Puput Wijayanti,vvip
1468,Wawan Maheswara,vvip
1469,Lidya Mandasari,vip
1470,Hasta Dabukke,customer
1472,Gabriella Hartati,customer
1477,Hasna Nasyidah,vip
1478,Mila Halimah,customer
1480,Intan Padmasari,customer
1481,Ika Lailasari,vip
1482,Sari Riyanti,vip
1483,Tari Nuraini,customer
1484,Dian Farida,customer
1488,Dina Utami,vvip
1490,Titi Hassanah,customer
1491,Vicky Fujiati,vip
1494,Tania Rahimah,vvip
1495,Agnes Suryatmi,vip
1497,Lili Mulyani,vip
1499,Bakidin Santoso,vvip
1501,Darmaji Pranowo,vip
1503,Fitriani Lailasari,customer
1504,Ilsa Utami,vip
1507,Tantri Mulyani,vip
1508,Dalima Winarsih,vip
1513,Betania Handayani,vvip
1516,Oliva Rahayu,customer
1518,Ulya Mayasari,vip
1519,Estiono Utama,vvip
1522,Dwi Januar,vvip
1526,Pangeran Kurniawan,vip
1527,Clara Nurdiyanti,vvip
1530,Nadia Aryani,vip
1538,Jamal Saputra,customer
1540,Emil Prasetyo,customer
1542,Indah Kusmawati,vip
1543,Samiah Suartini,vvip
1544,Puspa Nuraini,vvip
1545,Ajiman Wibisono,vvip
1547,Vera Prastuti,vvip
1548,Laila Wulandari,vvip
1549,Wardi Winarno,vip
1553,Jessica Mandasari,vvip
1555,Najwa Nuraini,vvip
1556,Damu Suryono,customer
1557,Sakura Handayani,vip
1558,Vanya Novitasari,vvip
1560,Juli Anggraini,vip
1561,Ayu Wulandari,customer
1563,Cinthia Nurdiyanti,vip
1564,Rahman Kusumo,vip
1565,Kasiyah Winarsih,vip
1572,Rachel Winarsih,vvip
1573,Jasmin Nasyidah,vvip
1575,Suci Wulandari,customer
1576,Kayla Wulandari,vip
1581,Uchita Mardhiyah,vvip
1583,Emin Prasetya,vvip
1584,Latif Mahendra,vvip
1585,Ida Namaga,vvip
1586,Queen Susanti,vip
1587,Queen Widiastuti,customer
1588,Michelle Andriani,vvip
1589,Tirtayasa Suwarno,vvip
1593,Belinda Kusmawati,vvip
1599,Yance Permata,customer
1600,Maida Susanti,customer
1601,Keisha Rahmawati,customer
1608,Warsa Damanik,vvip
1621,Almira Widiastuti,vip
1622,Lukita Saputra,vvip
1624,Ratna Kuswandari,customer
1629,Almira Mardhiyah,vip
1634,Puji Mayasari,customer
1635,Sarah Rahmawati,vvip
1636,Lalita Wulandari,vvip
1638,Artawan Wibowo,vvip
1640,Puput Riyanti,vip
1642,Kiandra Utami,vip
1644,Uchita Farida,vip
1646,Wani Maryati,customer
1647,Joko Mustofa,customer
1648,Putri Mayasari,vvip
1649,Bakti Situmorang,customer
1652,Praba Irawan,customer
1654,Ajiman Jailani,customer
1655,Yuni Hariyah,vip
1656,Irma Namaga,customer
1657,Nabila Fujiati,customer
1658,Cindy Safitri,vip
1660,Paris Lestari,customer
1661,Fitria Riyanti,customer
1663,Cici Agustina,customer
1666,Lala Wastuti,customer
1670,Lalita Nasyiah,vvip
1672,Okto Damanik,vvip
1673,Padma Hastuti,vvip
1674,Septi Yuliarti,vvip
1675,Yulia Mayasari,vip
1677,Anastasia Wijayanti,vvip
1679,Bahuwirya Latupono,vvip
1681,Eko Haryanto,vvip
1683,Maimunah Susanti,vip
1684,Talia Handayani,vip
1685,Ina Hasanah,vip
1686,Tina Mardhiyah,vip
1695,Usyi Yuliarti,vvip
1697,Hartana Nababan,customer
1698,Halima Nurdiyanti,vip
1700,Purwanto Siregar,customer
1703,Gangsar Uwais,vvip
1707,Kasiyah Handayani,vvip
1708,Vicky Utami,vvip
1710,Fitriani Andriani,vip
1711,Zelaya Usada,customer
1714,Yuni Suryatmi,vvip
1716,Gatra Maulana,customer
1718,Cici Kusmawati,customer
1721,Kambali Damanik,customer
1724,Putri Aryani,vip
1725,Silvia Pratiwi,vip
1729,Rahmi Laksmiwati,customer
1731,Lili Andriani,vip
1733,Mutia Mandasari,customer
1736,Vega Anggriawan,vip
1737,Putu Saefullah,customer
1739,Reza Situmorang,vip
1742,Diana Andriani,vip
1743,Eka Laksita,vip
1745,Sidiq Maheswara,customer
1746,Rama Putra,vvip
1747,Oman Pranowo,vip
1749,Indra Pradana,vvip
1751,Mila Astuti,vip
1755,Ulya Yolanda,vip
1760,Novi Wastuti,vip
1762,Adhiarja Gunawan,vip
1764,Tira Rahayu,vvip
1765,Erik Maheswara,vvip
1766,Halim Latupono,customer
